etalab;finess;nom;;;;departement;region;ville;telephone;categorie;adresse
40005209;40788879;HJ CMP CH DIGNE;11;R;ALPHONSE RICHARD;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492322440;Centre Hospitalier (C.H.);11 R ALPHONSE RICHARD
40005217;40000275;;25;R;DE L'ORIGAN;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;;Etab.Accueil Non Médicalisé pour personnes handicapées;25 R DE L'ORIGAN
40005233;130046212;;;;;4;ALPES DE HAUTE PROVENCE;04310 PEYRUIS;;Structure Dispensatrice à domicile d'Oxygène à usage médical;
40005241;40001034;SCANNER GIE MANOSCAN SITE CH MANOSQUE;;CHE;AUGUSTE GIRARD;4;ALPES DE HAUTE PROVENCE;04101 MANOSQUE CEDEX;492703020;Autre Etablissement Loi Hospitalière;CHE AUGUSTE GIRARD
40005258;40002339;IRM GIE IRM 04 SITE CH MANOSQUE;;CHE;AUGUSTE GIRARD;4;ALPES DE HAUTE PROVENCE;04101 MANOSQUE CEDEX;492703020;Autre Etablissement Loi Hospitalière;CHE AUGUSTE GIRARD
40005266;40002339;IRM GIE IRM 04 SITE CH DIGNE;;QUA;SAINT CHRISTOPHE;4;ALPES DE HAUTE PROVENCE;04003 DIGNE LES BAINS CEDEX;492301403;Autre Etablissement Loi Hospitalière;QUA SAINT CHRISTOPHE
40005274;40005019;SCANNER GIE DIGNE IM SITE CH DIGNE;;QUA;SAINT CHRISTOPHE;4;ALPES DE HAUTE PROVENCE;04995 DIGNE LES BAINS CEDEX 9;492301403;Autre Etablissement Loi Hospitalière;QUA SAINT CHRISTOPHE
40005290;40005282;MAISON DE SANTE DE BARCELONNETTE;;AV;DES TROIS FRERES ARNAUD;4;ALPES DE HAUTE PROVENCE;04400 BARCELONNETTE;;Maison de santé (L.6223-3);AV DES TROIS FRERES ARNAUD
40005316;40005308;;34;R;LATIL MATHIEU;4;ALPES DE HAUTE PROVENCE;04290 VOLONNE;;Maison de santé (L.6223-3);34 R LATIL MATHIEU
40005332;40005324;;5;PROM;AUBERT MILLOT;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);5 PROM AUBERT MILLOT
40005357;40005340;;4;AV;DEMONTZEY;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);4 AV DEMONTZEY
40005373;40786360;;;PL;DE LA REPUBLIQUE;4;ALPES DE HAUTE PROVENCE;04150 BANON;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);PL DE LA REPUBLIQUE
40005399;40786360;;;PL;SAINT-ANTOINE;4;ALPES DE HAUTE PROVENCE;04330 BARREME;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);PL SAINT-ANTOINE
40005415;40786360;;;;MAIRIE;4;ALPES DE HAUTE PROVENCE;04700 LA BRILLANNE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);MAIRIE
40005431;40786360;;126;AV;FREDERIC MISTRAL;4;ALPES DE HAUTE PROVENCE;04120 CASTELLANE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);126 AV FREDERIC MISTRAL
40005456;40786360;;4;AV;DEMONTZEY;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);4 AV DEMONTZEY
40005472;40786360;;;R;DE PROVENCE;4;ALPES DE HAUTE PROVENCE;04510 MIRABEAU;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);R DE PROVENCE
40005498;40786360;;;PL;CHARLES PANIER;4;ALPES DE HAUTE PROVENCE;04320 ENTREVAUX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);PL CHARLES PANIER
40005530;40786360;;;;MAISON DE PAYS;4;ALPES DE HAUTE PROVENCE;04370 BEAUVEZER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);MAISON DE PAYS
40005555;40786360;;;;MAIRIE;4;ALPES DE HAUTE PROVENCE;04850 JAUSIERS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);MAIRIE
40005571;40786360;;4;AV;DEMONTZEY;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);4 AV DEMONTZEY
40005597;40786360;;;PL;DU CHATEAU;4;ALPES DE HAUTE PROVENCE;04350 MALIJAI;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);PL DU CHATEAU
40005613;40786360;;1;R;PROFESSEUR FRANÇOIS ARNAUD;4;ALPES DE HAUTE PROVENCE;04160 L ESCALE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1 R PROFESSEUR FRANÇOIS ARNAUD
40005639;40786360;;1;PL;ERNEST ESCLANGON;4;ALPES DE HAUTE PROVENCE;04200 MISON;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1 PL ERNEST ESCLANGON
40005670;40786360;;12;R;ADRIEN BADIN;4;ALPES DE HAUTE PROVENCE;04160 CHATEAU ARNOUX ST AUBAN;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);12 R ADRIEN BADIN
40005696;40786360;;26;R;ELIE LOUIS JULIEN;4;ALPES DE HAUTE PROVENCE;04700 ORAISON;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);26 R ELIE LOUIS JULIEN
40005712;40786360;;14;BD;ELEMIR BOURGES;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);14 BD ELEMIR BOURGES
40005738;40786360;;2;PL;DES PLATANES;4;ALPES DE HAUTE PROVENCE;04310 PEYRUIS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);2 PL DES PLATANES
40005753;40786360;;;R;DU BICENTENAIRE;4;ALPES DE HAUTE PROVENCE;04280 CERESTE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);R DU BICENTENAIRE
40005795;40786360;;;RTE;DE NICE;4;ALPES DE HAUTE PROVENCE;04170 ST ANDRE LES ALPES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);RTE DE NICE
40005811;40786360;;;LOT;DU DOCTEUR JAUBERT;4;ALPES DE HAUTE PROVENCE;04140 SEYNE LES ALPES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);LOT DU DOCTEUR JAUBERT
40005837;40786360;;;PL;DE LA REPUBLIQUE;4;ALPES DE HAUTE PROVENCE;04200 SISTERON;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);PL DE LA REPUBLIQUE
40005852;40786360;;;R;DE PROVENCE;4;ALPES DE HAUTE PROVENCE;04210 VALENSOLE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);R DE PROVENCE
40005878;40786360;;48;R;MANUEL;4;ALPES DE HAUTE PROVENCE;04400 BARCELONNETTE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);48 R MANUEL
40005894;40786360;;;;LE VILLAGE;4;ALPES DE HAUTE PROVENCE;04200 NOYERS SUR JABRON;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);LE VILLAGE
40005910;40786360;;;R;PROFESSEUR FRANCOIS ARNAUD;4;ALPES DE HAUTE PROVENCE;04160 L ESCALE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);R PROFESSEUR FRANCOIS ARNAUD
40005936;40005928;;1506;AV;DES SAVELS;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);1506 AV DES SAVELS
40005951;40005944;;5;AV;FONTAURIS;4;ALPES DE HAUTE PROVENCE;04300 FORCALQUIER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);5 AV FONTAURIS
40005977;40005969;;;;MAIRIE;4;ALPES DE HAUTE PROVENCE;04250 LA MOTTE DU CAIRE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);MAIRIE
40005993;40005985;;;PL;DE L'HOTEL DE VILLE;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);PL DE L'HOTEL DE VILLE
40006017;40006009;;;;MAIRIE;4;ALPES DE HAUTE PROVENCE;04230 ST ETIENNE LES ORGUES;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);MAIRIE
40006033;40006025;;;;MAIRIE;4;ALPES DE HAUTE PROVENCE;04200 SISTERON;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);MAIRIE
40006058;40006041;;;PL;DES FELIBRES;4;ALPES DE HAUTE PROVENCE;04130 VOLX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);PL DES FELIBRES
40006074;40006066;;16;BD;DE LA REPUBLIQUE;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);16 BD DE LA REPUBLIQUE
40006090;40006082;;14;PL;DU TAMPINET;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);14 PL DU TAMPINET
40006116;40006108;;;IMP;DES ROMARINS;4;ALPES DE HAUTE PROVENCE;04200 AUBIGNOSC;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);IMP DES ROMARINS
40006124;840020598;;206;AV;BLAISE PASCAL;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);206 AV BLAISE PASCAL
40006140;40006132;;186;R;RENE CHAR;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);186 R RENE CHAR
40006165;40006157;;38;AV;JEAN GIONO;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);38 AV JEAN GIONO
40006173;750825846;;;;LE CHANDOURENE;4;ALPES DE HAUTE PROVENCE;04660 CHAMPTERCIER;492356060;Centre Provisoire Hébergement (C.P.H.);LE CHANDOURENE
40006199;40006181;;;PL;DE VERDUN;4;ALPES DE HAUTE PROVENCE;04300 FORCALQUIER;;Maison de santé (L.6223-3);PL DE VERDUN
40006207;40003170;;;;;4;ALPES DE HAUTE PROVENCE;04220 STE TULLE;;Lits Halte Soins Santé (L.H.S.S.);
40006223;40006215;;;AV;PIERRE BROSSOLETTE;4;ALPES DE HAUTE PROVENCE;04800 GREOUX LES BAINS;621802774;Maison de santé (L.6223-3);AV PIERRE BROSSOLETTE
40006231;920036605;SAAD CAP'SERVICES;;R;SAINTE-VICTOIRE;4;ALPES DE HAUTE PROVENCE;04130 VOLX;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);R SAINTE-VICTOIRE
40006256;40006249;;;TRA;DE L AUVESTRE;4;ALPES DE HAUTE PROVENCE;04500 RIEZ;;Maison de santé (L.6223-3);TRA DE L AUVESTRE
40006280;40006272;;;PL;EMILE BOUTEUIL;4;ALPES DE HAUTE PROVENCE;04500 RIEZ;;Communautés professionnelles territoriales de santé (CPTS);PL EMILE BOUTEUIL
40006298;130044092;;;;;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;;Service d'Accompagnement à la Vie Sociale (S.A.V.S.);
40006330;40006322;;260;AV;BLAISE PASCAL;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;;Maison de santé (L.6223-3);260 AV BLAISE PASCAL
40006355;40006348;;24;CHE;DES CHAMBARELS;4;ALPES DE HAUTE PROVENCE;04300 FORCALQUIER;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);24 CHE DES CHAMBARELS
40006389;40006371;LUBERON SANTE;2;R;DU BICENTENAIRE;4;ALPES DE HAUTE PROVENCE;04280 CERESTE;;Maison de santé (L.6223-3);2 R DU BICENTENAIRE
40006405;40006397;;;AV;DU DOCTEUR BERNARD FOUSSIER;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;;Communautés professionnelles territoriales de santé (CPTS);AV DU DOCTEUR BERNARD FOUSSIER
40006413;40786360;;;PL;DU GERME;4;ALPES DE HAUTE PROVENCE;04240 ANNOT;;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);PL DU GERME
40780298;40787673;PMI CENTRE PLANIFICATION FAMILIALE;;PL;DES RECOLETS;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492300703;Protection Maternelle et Infantile (P.M.I.);PL DES RECOLETS
40780389;40000192;CLINIQUE MEDICALE JEAN GIONO;81;BD;CHARLES DE GAULLE;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;492706600;Etablissement de Soins Médicaux;81 BD CHARLES DE GAULLE
40780405;40000168;CENTRE DES CARMES;689;R;MARIUS AUTRIC;4;ALPES DE HAUTE PROVENCE;04510 AIGLUN;492303400;Etablissement de santé privé autorisé en SSR;689 R MARIUS AUTRIC
40780470;40000192;CLINIQUE DE TOUTES AURES;;AV;DES SAVELS;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;492708400;Etablissement de Soins Chirurgicaux;AV DES SAVELS
40780488;40000200;CTRE REEDUC ET DE READ FONCTIONNELLE DE HTE PROV L'EAU VIVE;;;LE VILLAGE;4;ALPES DE HAUTE PROVENCE;04250 TURRIERS;492551149;Etablissement de santé privé autorisé en SSR;LE VILLAGE
40780520;750056335;KORIAN LE VERDON;;RTE;DE RIEZ;4;ALPES DE HAUTE PROVENCE;04800 GREOUX LES BAINS;492705200;Etablissement de santé privé autorisé en SSR;RTE DE RIEZ
40780587;130804032;CENTRE MEDICO PSYCHO PEDAGOGIQUE ARI;66;TRA;FRANCOISE DOLTO;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;492710975;Centre Médico-Psycho-Pédagogique (C.M.P.P.);66 TRA FRANCOISE DOLTO
40780603;40000218;RESIDENCE AUTONOMIE SAINT-MICHEL;;AV;DU DOCTEUR EUGENE BERNARD;4;ALPES DE HAUTE PROVENCE;04300 FORCALQUIER;492750680;Résidences autonomie;AV DU DOCTEUR EUGENE BERNARD
40780629;750819138;CENTRE JEAN ESCUDIE;22;CHE;DES ALPAGES;4;ALPES DE HAUTE PROVENCE;04400 BARCELONNETTE;492810882;Maison d'Enfants à Caractère Social;22 CHE DES ALPAGES
40780637;40786568;MAISON D'ENFANTS A CARACTERE SOCIALE TREMPLIN;2;CHE;DU MOULIN;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492367430;Maison d'Enfants à Caractère Social;2 CHE DU MOULIN
40780660;40000309;MAISON D ENFANTS A CARACTERE  SOCIAL SAINT MARTIN;9;AV;PAUL MARTIN;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492367150;Maison d'Enfants à Caractère Social;9 AV PAUL MARTIN
40780702;40000234;EHPAD FERNAND TARDY;;QUA;LE SERRE;4;ALPES DE HAUTE PROVENCE;04380 THOARD;492309050;Etablissement d'hébergement pour personnes âgées dépendantes;QUA LE SERRE
40780751;40000259;MAISON D ENFANTS A CARACTERE  SOCIAL LA SOURCE;;;LE SERRE VINATIER;4;ALPES DE HAUTE PROVENCE;04140 SEYNE LES ALPES;492350245;Maison d'Enfants à Caractère Social;LE SERRE VINATIER
40780801;130804115;INSTITUT MEDICO EDUCATIF LES OLIVIERS;;RTE;SAINT JEAN;4;ALPES DE HAUTE PROVENCE;04160 CHATEAU ARNOUX ST AUBAN;492640667;Institut Médico-Educatif (I.M.E.);RTE SAINT JEAN
40780827;40000283;INSTITUT MEDICO EDUCATIF LA DURANCE;;RTE;SAINT JEAN;4;ALPES DE HAUTE PROVENCE;04160 CHATEAU ARNOUX ST AUBAN;492641050;Institut Médico-Educatif (I.M.E.);RTE SAINT JEAN
40780868;40786568;ESAT PAUL MARTIN;;ZONE;ARTISANALE DES ARCHES;4;ALPES DE HAUTE PROVENCE;04005 DIGNE LES BAINS CEDEX;492312946;Etablissement et Service d'Aide par le Travail (E.S.A.T.);ZONE ARTISANALE DES ARCHES
40780876;130804115;ESAT ATELIERS DU FOURNAS;21;R;PAUL CEZANNE;4;ALPES DE HAUTE PROVENCE;04160 CHATEAU ARNOUX ST AUBAN;492641544;Etablissement et Service d'Aide par le Travail (E.S.A.T.);21 R PAUL CEZANNE
40780884;40000291;EHPAD LA VALLEE DES CARLINES;;R;DES CARLINES;4;ALPES DE HAUTE PROVENCE;04170 ST ANDRE LES ALPES;492890702;Etablissement d'hébergement pour personnes âgées dépendantes;R DES CARLINES
40780892;860003243;EHPAD DU LUBERON LE RAMEAU D'OR;;R;DE PIERREVERT;4;ALPES DE HAUTE PROVENCE;04220 STE TULLE;492706000;Etablissement d'hébergement pour personnes âgées dépendantes;R DE PIERREVERT
40780900;40000309;EHPAD NOTRE DAME DU BOURG - SITE SAINT MARTIN;2;AV;MARECHAL LECLERC;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492366600;Etablissement d'hébergement pour personnes âgées dépendantes;2 AV MARECHAL LECLERC
40780918;600000426;EHPAD SAINT DOMNIN;1;;MONTEE ST LAZARE;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492310130;Etablissement d'hébergement pour personnes âgées dépendantes;1 MONTEE ST LAZARE
40781015;40000275;FOYER D' HÉBERGEMENT POUR ADULTES HANDICAPÉS LA SIMONETTE;;AV;DE L'OBSERVATOIRE;4;ALPES DE HAUTE PROVENCE;04300 FORCALQUIER;492750403;Etab.Accueil Non Médicalisé pour personnes handicapées;AV DE L'OBSERVATOIRE
40781023;40000333;EHPAD L' EPI BLEU;;QUA;LES FERRAYES;4;ALPES DE HAUTE PROVENCE;04410 PUIMOISSON;492745418;Etablissement d'hébergement pour personnes âgées dépendantes;QUA LES FERRAYES
40782021;130037815;CENTRE DE SOINS DE SUITE ET DE READAPTATION LE COUSSON;;RTE;DE NICE;4;ALPES DE HAUTE PROVENCE;04995 DIGNE LES BAINS CEDEX 9;826464677;Etablissement de santé privé autorisé en SSR;RTE DE NICE
40784167;40788622;CENTRE MEDICO-SCOLAIRE DE MANOSQUE;1;R;ROSSINI;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;492723278;Centre Médico-Scolaire;1 R ROSSINI
40784175;40788622;CENTRE MEDICO-SCOLAIRE DE DIGNE;;PL;DE LA LIBERATION;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492311776;Centre Médico-Scolaire;PL DE LA LIBERATION
40784183;40788622;CENTRE MEDICO-SCOLAIRE DE SISTERON;;QUA;BEAULIEU;4;ALPES DE HAUTE PROVENCE;04200 SISTERON;492610299;Centre Médico-Scolaire;QUA BEAULIEU
40784191;40788622;CENTRE MEDICO SCOLAIRE DE     BARCELONNETTE;;;;4;ALPES DE HAUTE PROVENCE;04400 BARCELONNETTE;492811237;Centre Médico-Scolaire;
40784811;40786469;SERVICE D ACTION EDUCATIVE EN MILIEU OUVERT;18;AV;DEMONZEY;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492367171;Services AEMO et AED;18 AV DEMONZEY
40784829;40786469;;18;AV;DEMONZEY;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492367171;Club Equipe de Prévention;18 AV DEMONZEY
40784837;130804032;ESAT DOMAINE DE LA HAUTE LEBRE;;;;4;ALPES DE HAUTE PROVENCE;04150 REVEST DU BION;492779010;Etablissement et Service d'Aide par le Travail (E.S.A.T.);
40784860;920033503;CENTRE D'HEMODIALYSE DES ALPES;;CHE;AUGUSTE GIRARD;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;492708450;Centre de dialyse;CHE AUGUSTE GIRARD
40784928;40786568;ETAB D'ACCUEIL MERE-ENFANT APPASE;6;AV;MARECHAL LECLERC;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492314702;Etablissement d'Accueil Mère-Enfant;6 AV MARECHAL LECLERC
40785016;130804115;FOYER HEBERG.ADULTES HANDICAPES LES TOURELLES;;R;DES TOURELLES;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;492721973;Etab.Accueil Non Médicalisé pour personnes handicapées;R DES TOURELLES
40785024;40000424;SSIAD DU SISTERONNAIS;3;ALL;DES ERABLES;4;ALPES DE HAUTE PROVENCE;04200 SISTERON;492611561;Service de Soins Infirmiers A Domicile (S.S.I.A.D);3 ALL DES ERABLES
40785065;40000440;RESIDENCE PAUL CEZANNE (EX. L'OLIVERAIE);;CHE;DE LA TARRIQUE;4;ALPES DE HAUTE PROVENCE;04350 MALIJAI;492304000;Etablissement d'hébergement pour personnes âgées dépendantes;CHE DE LA TARRIQUE
40785123;130804032;FOYER D'HEBERGEMENT ADULTES HANDICAPES LE REGAIN;;RTE;DE BANON;4;ALPES DE HAUTE PROVENCE;04150 REVEST DU BION;492779010;Etab.Accueil Non Médicalisé pour personnes handicapées;RTE DE BANON
40785164;130804032;CENTRE D'ACTION MEDICO SOCIALE PRECOCE ARI;66;TRA;FRANCOISE DOLTO;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;492721893;Centre Action Médico-Sociale Précoce (C.A.M.S.P.);66 TRA FRANCOISE DOLTO
40785172;40786568;FOYER HEBER. ADULT.HANDIC. DU C.A.T PAUL MARTIN;6;AV;MARÉCHAL LECLERC;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492305870;Etab.Accueil Non Médicalisé pour personnes handicapées;6 AV MARÉCHAL LECLERC
40785222;40780223;SSIAD RESIDENCE LES TILLEULS ORAISON;;QUA;DES EYRAUDS;4;ALPES DE HAUTE PROVENCE;04700 ORAISON;492705500;Service de Soins Infirmiers A Domicile (S.S.I.A.D);QUA DES EYRAUDS
40785263;130043458;SSIAD MUTUELLES DU SOLEIL;28;BD;VICTOR HUGO;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492316464;Service de Soins Infirmiers A Domicile (S.S.I.A.D);28 BD VICTOR HUGO
40785339;130001746;MAISON D'ENFANTS A CARACTERE SOCIALE DOMAINE D'AUROUE;;;LE PLAN DES AIRES;4;ALPES DE HAUTE PROVENCE;04300 FORCALQUIER;492750240;Maison d'Enfants à Caractère Social;LE PLAN DES AIRES
40785388;340028232;RESIDENCE LOGEMENT FOYER REINE BEATRIX;8;R;DU PREVOT;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492367878;Résidences autonomie;8 R DU PREVOT
40785412;40004731;EHPAD PAUL HONNORAT;;;LE VILLAGE;4;ALPES DE HAUTE PROVENCE;04250 TURRIERS;492587299;Etablissement d'hébergement pour personnes âgées dépendantes;LE VILLAGE
40785529;40780215;EHPAD LE CROU DE BANE;;RTE;DE FORCALQUIER;4;ALPES DE HAUTE PROVENCE;04150 BANON;492732100;Etablissement d'hébergement pour personnes âgées dépendantes;RTE DE FORCALQUIER
40785628;40780140;ETABLISSEMENT PUBLIC DE SANTE DUCELIA (EX CASTELLANE);;QUA;NOTRE DAME;4;ALPES DE HAUTE PROVENCE;04120 CASTELLANE;492839800;Etablissement d'hébergement pour personnes âgées dépendantes;QUA NOTRE DAME
40785677;40780173;EHPAD RESIDENCE LE PARC;;;PARC DES GLANDEVES;4;ALPES DE HAUTE PROVENCE;04320 ENTREVAUX;493053838;Etablissement d'hébergement pour personnes âgées dépendantes;PARC DES GLANDEVES
40785727;40780215;EHPAD SAINT MICHEL FORCALQUIER;;AV;DR EUGENE BERNARD;4;ALPES DE HAUTE PROVENCE;04300 FORCALQUIER;492702900;Etablissement d'hébergement pour personnes âgées dépendantes;AV DR EUGENE BERNARD
40785776;40004913;EHPAD SAINTE ANNE;;QUA;SAINTE ANNE;4;ALPES DE HAUTE PROVENCE;04850 JAUSIERS;492807420;Etablissement d'hébergement pour personnes âgées dépendantes;QUA SAINTE ANNE
40785826;40780207;EHPAD LOU CIGALOU (EX. DE L'EPS DES MEES);4;R;LES PRES D'ASTRUC;4;ALPES DE HAUTE PROVENCE;04190 LES MEES;492300347;Etablissement d'hébergement pour personnes âgées dépendantes;4 R LES PRES D'ASTRUC
40785875;40780223;EHPAD RESIDENCE LES TILLEULS;;QUA;DES EYRAUDS;4;ALPES DE HAUTE PROVENCE;04700 ORAISON;492705500;Etablissement d'hébergement pour personnes âgées dépendantes;QUA DES EYRAUDS
40785925;40780231;EHPAD L'OUSTAOU;;PL;EMILE BOUTEUIL;4;ALPES DE HAUTE PROVENCE;04500 RIEZ;492701000;Etablissement d'hébergement pour personnes âgées dépendantes;PL EMILE BOUTEUIL
40785974;40780249;EHPAD EPS DE LA VALLEE DE LA BLANCHE;;RTE;DE SAINT PONS;4;ALPES DE HAUTE PROVENCE;04140 SEYNE LES ALPES;492309494;Etablissement d'hébergement pour personnes âgées dépendantes;RTE DE SAINT PONS
40786022;40780264;EHPAD LE VALENSOLEILLE;;;LA CONDAMINE;4;ALPES DE HAUTE PROVENCE;04210 VALENSOLE;492741350;Etablissement d'hébergement pour personnes âgées dépendantes;LA CONDAMINE
40786378;40786279;;3;R;ALPHONSE RICHARD;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492322612;Etablissement Consultation Protection Infantile;3 R ALPHONSE RICHARD
40786428;40786279;;;;;4;ALPES DE HAUTE PROVENCE;04160 CHATEAU ARNOUX ST AUBAN;492641557;Etablissement Consultation Protection Infantile;
40786626;40000515;INSTITUT AVENIR PROVENCE SERVICE FORMATION PROFESSIONNELLE;548;BD;MARECHAL JUIN;4;ALPES DE HAUTE PROVENCE;04107 MANOSQUE CEDEX;492874610;Maison d'Enfants à Caractère Social;548 BD MARECHAL JUIN
40786972;40780215;EHPAD ST ANDRE DU CHI DE MANOSQUE;45;AV;JEAN GIONO;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;492707200;Etablissement d'hébergement pour personnes âgées dépendantes;45 AV JEAN GIONO
40787020;50002948;EHPAD LES CIGALINES;4;AV;DE LA LIBERATION;4;ALPES DE HAUTE PROVENCE;04200 SISTERON;492337171;Etablissement d'hébergement pour personnes âgées dépendantes;4 AV DE LA LIBERATION
40787129;40780132;EHPAD EPS P. GROUES BARCELONNETTE;8;R;MAURIN;4;ALPES DE HAUTE PROVENCE;04400 BARCELONNETTE;492808020;Etablissement d'hébergement pour personnes âgées dépendantes;8 R MAURIN
40787228;40000531;MAISON D'ACCUEIL SPECIALISEE DE FORCALQUIER;;QUA;LA BAUDINE;4;ALPES DE HAUTE PROVENCE;04300 FORCALQUIER;492707300;Maison d'Accueil Spécialisée (M.A.S.);QUA LA BAUDINE
40787368;40000564;ASSOCIATION BAS ALPINE D ACTION EDUCATIVE;;PL;DES RECOLLETS;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492310521;Service d'Enquêtes Sociales (S.E.S.);PL DES RECOLLETS
40787541;920033503;HEMODIALYSE DES ALPES AUTODIALYSE DE DIGNE;;QUA;ST CHRISTOPHE;4;ALPES DE HAUTE PROVENCE;04000 DIGNE LES BAINS;492318371;Structure d'Alternative à la dialyse en centre;QUA ST CHRISTOPHE
40787608;40000630;LOGEMENT FOYER PR PERSONNES AGEES LES VISITANDINES;4;PL;DU GENERAL DE GAULLE;4;ALPES DE HAUTE PROVENCE;04200 SISTERON;492612616;Résidences autonomie;4 PL DU GENERAL DE GAULLE
40787715;40780215;SSIAD CHI MANOSQUE;;R;AUGUSTE GIRARD;4;ALPES DE HAUTE PROVENCE;04100 MANOSQUE;492707200;Service de Soins Infirmiers A Domicile (S.S.I.A.D);R AUGUSTE GIRARD
